PassengerId,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Address
16813,2,"Howard, Mrs. Benjamin (Ellen Truelove Arman)",female,60.0,1,0,24065,26.0,"",S,10 Carlisle Street Westminster Borough London W1D 3BR United Kingdom
2596,1,"Smith, Mrs. Lucien Philip (Mary Eloise Hughes)",female,18.0,1,0,13695,60.0,C31,S,11 Bis Rue Jules Chaplain 6th arr 75006 Paris France
9148,1,"Gibson, Miss. Dorothy Winifred",female,22.0,0,1,112378,59.4,"",C,19 avenue Kleber 16th arr 75116 Paris France
12871,2,"Baimbrigge, Mr. Charles Robert",male,23.0,0,0,C.A. 31030,10.5,"",S,21958 Highway 32
19407,2,"Veal, Mr. James",male,40.0,0,0,28221,13.0,"",S,5719 Fairfield Rd
11588,1,"Candee, Mrs. Edward (Helen Churchill Hungerford)",female,53.0,0,0,PC 17606,27.4458,"",C,Consell de Cent 498 500 Eixample 08013 Barcelona Spain
7706,3,"Pokrnic, Mr. Mate",male,17.0,0,0,315095,8.6625,"",S,Landstra er Hauptstra e 155 03 Landstra e 1030 Vienna Austria
7520,3,"Demetri, Mr. Marinko",male,"",0,0,349238,7.8958,"",S,626 Chiswick High St Chiswick London W4 5RY United Kingdom
1213,3,"Krekorian, Mr. Neshan",male,25.0,0,0,2654,7.2292,F E57,C,46 Westferry Circus Tower Hamlets London E14 8RS United Kingdom
16799,3,"Rasmussen, Mrs. (Lena Jacobsen Solvang)",female,"",0,0,65305,8.1125,"",S,1 Rue Sainte Opportune 1st arr 75001 Paris France
14152,3,"Lithman, Mr. Simon",male,"",0,0,S.O./P.P. 251,7.55,"",S,Rambla Catalunya 7 9 Eixample 08007 Barcelona Spain
15500,3,"Delalic, Mr. Redjo",male,25.0,0,0,349250,7.8958,"",S,1551 E Fry Blvd
10291,1,"Warren, Mr. Frank Manley",male,64.0,1,0,110813,75.25,D37,C,1 Bis Rue De Vaugirard 6th arr 75006 Paris France
1147,3,"MacKay, Mr. George William",male,"",0,0,C.A. 42795,7.55,"",S,Sloane Square Kensington and Chelsea London SW1W 8EG United Kingdom
20672,3,"Vander Planke, Mr. Julius",male,31.0,3,0,345763,18.0,"",S,Lancaster Gate Westminster Borough London W2 3LG United Kingdom
18182,3,"Lennon, Miss. Mary",female,"",1,0,370371,15.5,"",Q,5719 Fairfield Rd
1077,2,"Maybery, Mr. Frank Hubert",male,40.0,0,0,239059,16.0,"",S,32 rue des Saints P res 7th arr 75007 Paris France
6352,1,"Candee, Mrs. Edward (Helen Churchill Hungerford)",female,53.0,0,0,PC 17606,27.4458,"",C,190 Queen s Gate Kensington and Chelsea London SW7 5EX United Kingdom
20887,3,"Sage, Master. William Henry",male,14.5,8,2,CA. 2343,69.55,"",S,5300 S Pulaski Rd
19432,3,"Andersson, Miss. Ida Augusta Margareta",female,38.0,4,2,347091,7.775,"",S,Viale Monza 139 Distretto Viale Monza 20125 Milan Italy
6203,1,"Keeping, Mr. Edwin",male,32.5,0,0,113503,211.5,C132,C,209 211 rue de Charenton 12th arr 75012 Paris France
14045,3,"Bradley, Miss. Bridget Delia",female,22.0,0,0,334914,7.725,"",Q,Passeig de Sant Antoni 36 40 Sants Montju c 08014 Barcelona Spain
20584,3,"Abelseth, Mr. Olaus Jorgensen",male,25.0,0,0,348122,7.65,F G63,S,1200 N Shartel Ave
14020,3,"Sap, Mr. Julius",male,25.0,0,0,345768,9.5,"",S,Via Pietro Orseolo 1 Navigli 20144 Milan Italy
19526,1,"Hays, Mr. Charles Melville",male,55.0,1,1,12749,93.5,B69,S,100 Queen s Gate Kensington and Chelsea London SW7 5AG United Kingdom
13024,2,"Stokes, Mr. Philip Joseph",male,25.0,0,0,F.C.C. 13540,10.5,"",S,Schepenbergweg 50 Zuidoost 1105 AT Amsterdam Netherlands
7662,3,"Moubarek, Mrs. George (Omine Amenia Alexander)",female,"",0,2,2661,15.2458,"",C,Leidsekade 97 Amsterdam City Center 1017 PN Amsterdam Netherlands
