PassengerId,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Address
12872,3,"Rasmussen, Mrs. (Lena Jacobsen Solvang)",female,"",0,0,65305,8.1125,"",S,Via Fabio Filzi 3 Central Station 20124 Milan Italy
20692,3,"Kink-Heilmann, Mrs. Anton (Luise Heilmann)",female,26.0,1,1,315153,22.025,"",S,2113 Sapp Brothers Dr
18230,3,"Krekorian, Mr. Neshan",male,25.0,0,0,2654,7.2292,F E57,C,88 E Nationwide Blvd
18275,3,"Caram, Mr. Joseph",male,"",1,0,2689,14.4583,"",C,1003 Tahoe Boulevard (sr 28)
12988,3,"Hagardon, Miss. Kate",female,17.0,0,0,AQ/3. 30631,7.7333,"",Q,26 28 Trebovir Rd Kensington and Chelsea London SW5 9NJ United Kingdom
14081,3,"Nancarrow, Mr. William Henry",male,33.0,0,0,A./5. 3338,8.05,"",S,229 N Hayden St
11433,1,"Fortune, Mrs. Mark (Mary McDougald)",female,60.0,1,4,19950,263.0,C23 C25 C27,S,4171 Boatways Rd
20658,1,"Gracie, Col. Archibald IV",male,53.0,0,0,113780,28.5,C51,C,56 57 Frith Street Westminster Borough London W1D 3JG United Kingdom
3869,3,"Lindell, Mrs. Edvard Bengtsson (Elin Gerda Persson)",female,30.0,1,0,349910,15.55,"",S,65 73 Shaftesbury Avenue Westminster Borough London W1D 6EX United Kingdom
12799,3,"Brobeck, Mr. Karl Rudolf",male,22.0,0,0,350045,7.7958,"",S,Avenida Diagonal 568 Sarri St Gervasi 08021 Barcelona Spain
18278,2,"Pallas y Castello, Mr. Emilio",male,29.0,0,0,SC/PARIS 2147,13.8583,"",C,2120 Jameson Pl S W
6288,3,"Smyth, Miss. Julia",female,"",0,0,335432,7.7333,"",Q,15 Cromwell Place Kensington and Chelsea London SW7 2LA United Kingdom
10159,3,"Thomas, Mrs. Alexander (Thamine Thelma)",female,16.0,1,1,2625,8.5167,"",C,58 Shepherds Bush Green Hammersmith and Fulham London W12 8QE United Kingdom
5167,2,"Giles, Mr. Ralph",male,24.0,0,0,248726,13.5,"",S,30 Rue Duret 16th arr 75016 Paris France
14282,3,"Olsson, Mr. Oscar Wilhelm",male,32.0,0,0,347079,7.775,"",S,228 Rue De Rivoli 1st arr 75001 Paris France
19241,1,"Williams, Mr. Richard Norris II",male,21.0,0,1,PC 17597,61.3792,"",C,1317 S Federal Hwy
3604,1,"Birnbaum, Mr. Jakob",male,25.0,0,0,13905,26.0,"",C,8 10 Queensberry Place Kensington and Chelsea London SW7 2EA United Kingdom
12757,2,"Lamb, Mr. John Joseph",male,"",0,0,240261,10.7083,"",Q,62 Rue Des Mathurins 8th arr 75008 Paris France
12687,1,"Chaffee, Mrs. Herbert Fuller (Carrie Constance Toogood)",female,47.0,1,0,W.E.P. 5734,61.175,E31,S,1651 5th St
2382,1,"Compton, Mr. Alexander Taylor Jr",male,37.0,1,1,PC 17756,83.1583,E52,C,900 Sd Highway 377
5132,3,"Carr, Miss. Jeannie",female,37.0,0,0,368364,7.75,"",Q,3 Rue Cambon 1st arr 75001 Paris France
10183,2,"Bowenur, Mr. Solomon",male,42.0,0,0,211535,13.0,"",S,2620 Jennings Way
14311,2,"Enander, Mr. Ingvar",male,21.0,0,0,236854,13.0,"",S,50 N E Catawba Rd
7804,3,"Riihivouri, Miss. Susanna Juhantytar Sanni",female,22.0,0,0,3101295,39.6875,"",S,K rntner Ring 1 01 Innere Stadt 1015 Vienna Austria
11394,2,"Louch, Mr. Charles Alexander",male,50.0,1,0,SC/AH 3085,26.0,"",S,1209 S Haynes Ave
14051,1,"Fortune, Mrs. Mark (Mary McDougald)",female,60.0,1,4,19950,263.0,C23 C25 C27,S,602 E 4th St
18144,3,"Vendel, Mr. Olof Edvin",male,20.0,0,0,350416,7.8542,"",S,33 37 Hogarth Road Kensington and Chelsea London SW5 0QQ United Kingdom
8813,1,"Moore, Mr. Clarence Bloomfield",male,47.0,0,0,113796,42.4,"",S,Lancaster Gate Westminster Borough London W2 3LG United Kingdom
3660,1,"Earnshaw, Mrs. Boulton (Olive Potter)",female,23.0,0,1,11767,83.1583,C54,C,222 N Ingram Mill Rd
3557,3,"Shaughnessy, Mr. Patrick",male,"",0,0,370374,7.75,"",Q,1305 Lowell Ave
7607,3,"Lithman, Mr. Simon",male,"",0,0,S.O./P.P. 251,7.55,"",S,510 7th Ave E
15621,2,"Davies, Mrs. John Morgan (Elizabeth Agnes Mary White)",female,48.0,0,2,C.A. 33112,36.75,"",S,Calabria 90 92 Eixample 08015 Barcelona Spain
11378,1,"Chaffee, Mrs. Herbert Fuller (Carrie Constance Toogood)",female,47.0,1,0,W.E.P. 5734,61.175,E31,S,Passeig de Colom 9 Ciutat Vella 08002 Barcelona Spain
20548,3,"Olsen, Master. Artur Karl",male,9.0,0,1,C 17368,3.1708,"",S,Hernalser Hauptstra e 187 17 Hernals 1170 Vienna Austria
6177,3,"Coutts, Mrs. William (Winnie Minnie Treanor)",female,36.0,0,2,C.A. 37671,15.9,"",S,19 Rue du Commandant Ren Mouchotte 14th arr 75014 Paris France
6233,3,"Holthen, Mr. Johan Martin",male,28.0,0,0,C 4001,22.525,"",S,8 Rue Francois 1Er 8th arr 75008 Paris France
15605,1,"White, Mrs. John Stuart (Ella Holmes)",female,55.0,0,0,PC 17760,135.6333,C32,C,Via Fabio Filzi 3 Central Station 20124 Milan Italy
949,3,"Abelseth, Mr. Olaus Jorgensen",male,25.0,0,0,348122,7.65,F G63,S,3515 Main Ave
10303,2,"Hold, Mrs. Stephen (Annie Margaret Hill)",female,29.0,1,0,26707,26.0,"",S,Schlossallee 8 14 Penzing 1140 Vienna Austria
2514,3,"Carr, Miss. Jeannie",female,37.0,0,0,368364,7.75,"",Q,Via Gaetano Airaghi 125 20153 Milan Italy
15462,3,"Zakarian, Mr. Ortin",male,27.0,0,0,2670,7.225,"",C,1100 N Mississippi Ave
4856,3,"Cacic, Miss. Manda",female,21.0,0,0,315087,8.6625,"",S,33 Rue Cambon 1st arr 75001 Paris France
20871,3,"van Billiard, Master. James William",male,"",1,1,A/5. 851,14.5,"",S,46 Westferry Circus Tower Hamlets London E14 8RS United Kingdom
9113,3,"Riihivouri, Miss. Susanna Juhantytar Sanni",female,22.0,0,0,3101295,39.6875,"",S,97 rue La Bo tie 8th arr 75008 Paris France
6224,1,"Cavendish, Mrs. Tyrell William (Julia Florence Siegel)",female,76.0,1,0,19877,78.85,C46,S,16 rue de Berri 8th arr 75008 Paris France
10178,3,"Carver, Mr. Alfred John",male,28.0,0,0,392095,7.25,"",S,6715 Financial Cir
6283,3,"Duquemin, Mr. Joseph",male,24.0,0,0,S.O./P.P. 752,7.55,"",S,Herengracht 542 556 Amsterdam City Center 1017 CG Amsterdam Netherlands
12841,1,"Cassebeer, Mrs. Henry Arthur Jr (Eleanor Genevieve Fosdick)",female,"",0,0,17770,27.7208,"",C,555 Clover Ln
11651,1,"Snyder, Mr. John Pillsbury",male,24.0,1,0,21228,82.2667,B45,S,Via Gb Vico 142
9064,3,"Jonsson, Mr. Nils Hilding",male,27.0,0,0,350408,7.8542,"",S,2045 Seventh St S
19602,2,"Wheeler, Mr. Edwin Frederick",male,"",0,0,SC/PARIS 2159,12.875,"",S,38 rue de l Echiquier 10th arr 75010 Paris France
3563,1,"Fortune, Miss. Ethel Flora",female,28.0,3,2,19950,263.0,C23 C25 C27,S,37 Avenue De La Motte Picquet 7th arr 75007 Paris France
18173,2,"Portaluppi, Mr. Emilio Ilario Giuseppe",male,30.0,0,0,C.A. 34644,12.7375,"",C,Travessera de les Corts 150 152 Les Corts 08028 Barcelona Spain
7572,3,"Carlsson, Mr. Carl Robert",male,24.0,0,0,350409,7.8542,"",S,20 28 Bolsover Street Westminster Borough London W1W 5NB United Kingdom
14148,1,"Brandeis, Mr. Emil",male,48.0,0,0,PC 17591,50.4958,B10,C,10 Carlisle Street Westminster Borough London W1D 3BR United Kingdom
10180,3,"Cribb, Miss. Laura Alice",female,17.0,0,1,371362,16.1,"",S,Via Domenico Scarlatti 32 Central Station 20124 Milan Italy
18001,1,"Davidson, Mrs. Thornton (Orian Hays)",female,27.0,1,2,F.C. 12750,52.0,B71,S,82240 Fish Hatchery Ln
2256,3,"Rice, Master. Albert",male,10.0,4,1,382652,29.125,"",Q,Matrosengasse 6 8 06 Mariahilf 1060 Vienna Austria
11772,3,"Riordan, Miss. Johanna Hannah",female,"",0,0,334915,7.7208,"",Q,2131 Kalakaua Ave
