PassengerId,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Address
10257,1,"Astor, Col. John Jacob",male,47.0,1,0,PC 17757,227.525,C62 C64,C,35 Ixworth Place Kensington and Chelsea London SW3 3QX United Kingdom
3846,2,"de Brito, Mr. Jose Joaquim",male,32.0,0,0,244360,13.0,"",S,17 rue g t le coeur 6th arr 75006 Paris France
11364,3,"Kelly, Mr. James",male,34.5,0,0,330911,7.8292,"",Q,65 rue des Saints P res 6th arr 75006 Paris France
2454,3,"Salander, Mr. Karl Johan",male,24.0,0,0,7266,9.325,"",S,12 rue des Saussaies 8th arr 75008 Paris France
6482,3,"Dean, Miss. Elizabeth Gladys Millvina",female,0.17,1,2,C.A. 2315,20.575,"",S,Largo Augusto 10 Milan City Center 20122 Milan Italy
1240,2,"Giles, Mr. Ralph",male,24.0,0,0,248726,13.5,"",S,49 rue Pierre Charron 8th arr 75008 Paris France
12898,3,"Moubarek, Mrs. George (Omine Amenia Alexander)",female,"",0,2,2661,15.2458,"",C,Viale Andrea Doria 4 Central Station 20124 Milan Italy
19424,3,"McGowan, Miss. Katherine",female,35.0,0,0,9232,7.75,"",Q,1915 6th St N
939,3,"Shaughnessy, Mr. Patrick",male,"",0,0,370374,7.75,"",Q,603 Adcolor Dr
13087,1,"Oliva y Ocana, Dona. Fermina",female,39.0,0,0,PC 17758,108.9,C105,C,5 Village Cir
3915,2,"Nourney, Mr. Alfred (Baron von Drachstedt)",male,20.0,0,0,SC/PARIS 2166,13.8625,D38,C,Via Villa Rosato 20 22
1108,3,"Mahon, Miss. Bridget Delia",female,"",0,0,330924,7.8792,"",Q,Western Avenue Ealing London W5 1HG United Kingdom
16651,2,"Pulbaum, Mr. Franz",male,27.0,0,0,SC/PARIS 2168,15.0333,"",C,100 110 Euston Road Camden London NW1 2AJ United Kingdom
10470,3,"Saether, Mr. Simon Sivertsen",male,38.5,0,0,SOTON/O.Q. 3101262,7.25,"",S,Bridges Court Road Battersea London SW11 3BE United Kingdom
2302,2,"Weisz, Mr. Leopold",male,27.0,1,0,228414,26.0,"",S,214 rue du Faubourg Saint Honor 8th arr 75008 Paris France
19312,1,"Birnbaum, Mr. Jakob",male,25.0,0,0,13905,26.0,"",C,Diputaci 195 Eixample 08011 Barcelona Spain
15642,2,"Stokes, Mr. Philip Joseph",male,25.0,0,0,F.C.C. 13540,10.5,"",S,31 33 Argyle Street Camden London WC1H 8EP United Kingdom
15396,3,"Holthen, Mr. Johan Martin",male,28.0,0,0,C 4001,22.525,"",S,Chelsea Harbour Hammersmith and Fulham London SW10 0XG United Kingdom
