PassengerId,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Address
5125,1,"Allison, Mr. Hudson Joshua Creighton",male,30.0,1,2,113781,151.55,C22 C26,S,18 Albert Embankment Lambeth London SE1 7TJ United Kingdom
11447,3,"Demetri, Mr. Marinko",male,"",0,0,349238,7.8958,"",S,29 New Creek Hwy
12997,1,"Kreuchen, Miss. Emilie",female,39.0,0,0,24160,211.3375,"",S,695 Campbell St
1162,1,"McCaffry, Mr. Thomas Francis",male,46.0,0,0,13050,75.2417,C6,C,125 W 26th St
5130,3,"Vartanian, Mr. David",male,22.0,0,0,2658,7.225,"",C,3 avenue Mac Mahon 17th arr 75017 Paris France
1143,3,"Abrahamsson, Mr. Abraham August Johannes",male,20.0,0,0,SOTON/O2 3101284,7.925,"",S,9 Rue de Washington 8th arr 75008 Paris France
11598,1,"Cumings, Mr. John Bradley",male,39.0,1,0,PC 17599,71.2833,C85,C,La Rambla 109 Ciutat Vella 08002 Barcelona Spain
16702,3,"Foley, Mr. William",male,"",0,0,365235,7.75,"",Q,53 Rue Richard Lenoir 11th arr 75011 Paris France
3878,1,"Gibson, Mrs. Leonard (Pauline C Boeson)",female,45.0,0,1,112378,59.4,"",C,1 Wenonah Park Pl
14292,3,"Cacic, Mr. Jego Grga",male,18.0,0,0,315091,8.6625,"",S,927 Monroe St
3585,1,"Keeping, Mr. Edwin",male,32.5,0,0,113503,211.5,C132,C,5400 San Antonio Ave
19354,3,"Zakarian, Mr. Mapriededer",male,26.5,0,0,2656,7.225,"",C,2131 Kalakaua Ave
7750,3,"Carr, Miss. Jeannie",female,37.0,0,0,368364,7.75,"",Q,1100 Ingram Blvd/i 40
3637,3,"McCoy, Miss. Alicia",female,"",2,0,367226,23.25,"",Q,3515 Main Ave
2214,2,"Howard, Mr. Benjamin",male,63.0,1,0,24065,26.0,"",S,Stratton Street Mayfair Westminster Borough London W1J 8LT United Kingdom
11710,2,"Botsford, Mr. William Hull",male,26.0,0,0,237670,13.0,"",S,2 Boulevard Pierre Desgranges
2436,3,"Vendel, Mr. Olof Edvin",male,20.0,0,0,350416,7.8542,"",S,Lichtensteg 3 01 Innere Stadt 1010 Vienna Austria
14317,1,"Maguire, Mr. John Edward",male,30.0,0,0,110469,26.0,C106,S,12 Boulevard Haussmann 9th arr 75009 Paris France
7615,2,"Becker, Mrs. Allen Oliver (Nellie E Baumgardner)",female,36.0,0,3,230136,39.0,F4,S,11 rue Paul Baudry 8th arr 75008 Paris France
12770,3,"Makinen, Mr. Kalle Edvard",male,29.0,0,0,STON/O 2. 3101268,7.925,"",S,Josep Pla 69 Sant Mart 08019 Barcelona Spain
20709,1,"Marvin, Mrs. Daniel Warner (Mary Graham Carmichael Farquarson)",female,18.0,1,0,113773,53.1,D30,S,Sloane Square Kensington and Chelsea London SW1W 8EG United Kingdom
20885,3,"O'Keefe, Mr. Patrick",male,"",0,0,368402,7.75,"",Q,Uraniastra e 2 01 Innere Stadt 1010 Vienna Austria
12822,2,"Lahtinen, Rev. William",male,30.0,1,1,250651,26.0,"",S,109 113 Queen s Gate Kensington and Chelsea London SW7 5LR United Kingdom
9133,2,"Ashby, Mr. John",male,57.0,0,0,244346,13.0,"",S,Via Masaccio 19 Fiera Milano City 20149 Milan Italy
20730,2,"Quick, Miss. Winifred Vera",female,8.0,1,1,26360,26.0,"",S,251 rue Saint Honor 1st arr 75001 Paris France
16903,3,"Pokrnic, Mr. Tome",male,24.0,0,0,315092,8.6625,"",S,Viale Murillo 9 Fiera Milano City 20149 Milan Italy
8904,1,"Borebank, Mr. John James",male,42.0,0,0,110489,26.55,D22,S,29 Rue Jacob 6th arr 75006 Paris France
10108,1,"Fortune, Miss. Ethel Flora",female,28.0,3,2,19950,263.0,C23 C25 C27,S,Via Villapizzone 24 Certosa 20156 Milan Italy
14264,3,"Fleming, Miss. Honora",female,"",0,0,364859,7.75,"",Q,2790 Blue Star Hwy
2560,3,"Lindell, Mrs. Edvard Bengtsson (Elin Gerda Persson)",female,30.0,1,0,349910,15.55,"",S,Pas de Sota Muralla 9 Ciutat Vella 08003 Barcelona Spain
2466,3,"Lyntakoff, Mr. Stanko",male,"",0,0,349235,7.8958,"",S,52 Ashworth Ave
13051,1,"Hipkins, Mr. William Edward",male,55.0,0,0,680,50.0,C39,S,Rilke Platz 7 04 Wieden 1040 Vienna Austria
19467,3,"Khalil, Mrs. Betros (Zahie Maria Elias)",female,"",1,0,2660,14.4542,"",C,29 31 Draycott Place Kensington and Chelsea London SW3 2SH United Kingdom
7469,3,"Dean, Mrs. Bertram (Eva Georgetta Light)",female,33.0,1,2,C.A. 2315,20.575,"",S,1235 N Warm Springs Rd
18239,2,"Davies, Mrs. John Morgan (Elizabeth Agnes Mary White)",female,48.0,0,2,C.A. 33112,36.75,"",S,1 Inverness Terrace Westminster Borough London W2 3JP United Kingdom
20819,3,"Nasr, Mr. Mustafa",male,"",0,0,2652,7.2292,"",C,""
11650,3,"Franklin, Mr. Charles (Charles Fardon)",male,"",0,0,SOTON/O.Q. 3101314,7.25,"",S,Rennweg 12 03 Landstra e 1030 Vienna Austria
17005,2,"Nourney, Mr. Alfred (Baron von Drachstedt)",male,20.0,0,0,SC/PARIS 2166,13.8625,D38,C,Corso di Porta Vigentina 46 Milan City Center 20122 Milan Italy
20922,1,"Smith, Mrs. Lucien Philip (Mary Eloise Hughes)",female,18.0,1,0,13695,60.0,C31,S,3990 Inland Empire Blvd
1254,2,"Ware, Mrs. John James (Florence Louise Long)",female,31.0,0,0,CA 31352,21.0,"",S,Roger de Lluria 28 Eixample 08010 Barcelona Spain
19394,2,"Sincock, Miss. Maude",female,20.0,0,0,C.A. 33112,36.75,"",S,442 E Bennett Ave
8892,1,"Hilliard, Mr. Herbert Henry",male,"",0,0,17463,51.8625,E46,S,41 Queens Gate Gardens Kensington and Chelsea London SW7 5NB United Kingdom
4999,2,"McCrie, Mr. James Matthew",male,30.0,0,0,233478,13.0,"",S,33 37 Hogarth Road Kensington and Chelsea London SW5 0QQ United Kingdom
7626,2,"Veal, Mr. James",male,40.0,0,0,28221,13.0,"",S,250 Pacific St
18112,2,"Quick, Miss. Winifred Vera",female,8.0,1,1,26360,26.0,"",S,425 Ocean Dr
15525,1,"Cumings, Mr. John Bradley",male,39.0,1,0,PC 17599,71.2833,C85,C,Pau Claris 179 Eixample 08037 Barcelona Spain
8829,3,"Demetri, Mr. Marinko",male,"",0,0,349238,7.8958,"",S,11900 N W Plaza Cir
16752,3,"Storey, Mr. Thomas",male,60.5,0,0,3701,"","",S,""
7736,3,"Johansson, Mr. Nils",male,29.0,0,0,347467,7.8542,"",S,Avenida Roma 23 Eixample 08029 Barcelona Spain
11576,2,"Deacon, Mr. Percy William",male,17.0,0,0,S.O.C. 14879,73.5,"",S,21 Avonmore Road Kensington Hammersmith and Fulham London W14 8RP United Kingdom
3667,3,"Lundin, Miss. Olga Elida",female,23.0,0,0,347469,7.8542,"",S,Travessera de les Corts 150 152 Les Corts 08028 Barcelona Spain
3582,3,"Nieminen, Miss. Manta Josefina",female,29.0,0,0,3101297,7.925,"",S,11900 N W Plaza Cir
7438,3,"Wilkes, Mrs. James (Ellen Needs)",female,47.0,1,0,363272,7.0,"",S,Calle K s n Entrada principal Mercabarna Sants Montju c 08040 Barcelona Spain
5109,1,"Rheims, Mr. George Alexander Lucien",male,"",0,0,PC 17607,39.6,"",S,4 Portal Way Gypsy Corner A40 London W3 6RT United Kingdom
18106,3,"Nilsson, Miss. Berta Olivia",female,18.0,0,0,347066,7.775,"",S,2007 Highway 71 N
1230,2,"Denbury, Mr. Herbert",male,25.0,0,0,C.A. 31029,31.5,"",S,79 81 avenue du Maine 14th arr 75014 Paris France
20893,3,"Caram, Mr. Joseph",male,"",1,0,2689,14.4583,"",C,5200 Fashion Square Blvd
12933,3,"de Messemaeker, Mr. Guillaume Joseph",male,36.5,1,0,345572,17.4,"",S,800 20th St N W
16990,1,"Payne, Mr. Vivian Ponsonby",male,23.0,0,0,12749,93.5,B24,S,16530 Northcross Dr
2225,1,"Ryerson, Mrs. Arthur Larned (Emily Maria Borie)",female,48.0,1,3,PC 17608,262.375,B57 B59 B63 B66,C,1710 S Dirck Dr
14276,3,"Wittevrongel, Mr. Camille",male,36.0,0,0,345771,9.5,"",S,3 Rue Abb De L Ep e 5th arr 75005 Paris France
16764,2,"Peruschitz, Rev. Joseph Maria",male,41.0,0,0,237393,13.0,"",S,4965 S Sunland Gin Rd
6310,1,"Marvin, Mrs. Daniel Warner (Mary Graham Carmichael Farquarson)",female,18.0,1,0,113773,53.1,D30,S,134 George Street Westminster Borough London W1H 5DN United Kingdom
3566,3,"Cor, Mr. Bartol",male,35.0,0,0,349230,7.8958,"",S,3 Boulevard Montmartre 2nd arr 75002 Paris France
15708,3,"Peter, Master. Michael J",male,"",1,1,2668,22.3583,"",C,Catherine Grove Greenwich Greenwich London SE10 8BB United Kingdom
4966,3,"Davies, Mr. Evan",male,22.0,0,0,SC/A4 23568,8.05,"",S,232 E White Horse Pike
3576,3,"Burns, Miss. Mary Delia",female,18.0,0,0,330963,7.8792,"",Q,232 E White Horse Pike
7707,1,"McCaffry, Mr. Thomas Francis",male,46.0,0,0,13050,75.2417,C6,C,16 Avenue de l Opera 1st arr 75001 Paris France
4859,3,"Karun, Mr. Franz",male,39.0,0,1,349256,13.4167,"",C,507 25th St S W
12729,3,"Cor, Mr. Bartol",male,35.0,0,0,349230,7.8958,"",S,19 Rue Tronchet 8th arr 75008 Paris France
11492,2,"Bowenur, Mr. Solomon",male,42.0,0,0,211535,13.0,"",S,3 Rue De Boulainvilliers 16th arr 75016 Paris France
20545,3,"Ilmakangas, Miss. Ida Livija",female,27.0,1,0,STON/O2. 3101270,7.925,"",S,46 Westferry Circus Tower Hamlets London E14 8RS United Kingdom
8944,2,"Baimbrigge, Mr. Charles Robert",male,23.0,0,0,C.A. 31030,10.5,"",S,3990 Inland Empire Blvd
16864,2,"Portaluppi, Mr. Emilio Ilario Giuseppe",male,30.0,0,0,C.A. 34644,12.7375,"",C,4501 Avenue O 61
20882,1,"Julian, Mr. Henry Forbes",male,50.0,0,0,113044,26.0,E60,S,Vijzelstraat 4 Amsterdam City Center 1017 HK Amsterdam Netherlands
14216,1,"Cumings, Mr. John Bradley",male,39.0,1,0,PC 17599,71.2833,C85,C,140 Park Lane Westminster Borough London W1K 7AA United Kingdom
17935,1,"Ostby, Miss. Helene Ragnhild",female,22.0,0,1,113509,61.9792,B36,C,30 Rathbone Street West End Westminster Borough London W1T 1LB United Kingdom
14213,1,"Willard, Miss. Constance",female,21.0,0,0,113795,26.55,"",S,16 rue de Berri 8th arr 75008 Paris France
6248,2,"Watt, Miss. Bertha J",female,12.0,0,0,C.A. 33595,15.75,"",S,100 Cromwell Road Kensington and Chelsea London SW7 4ER United Kingdom
