PassengerId,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Address
12697,1,"Ryerson, Mrs. Arthur Larned (Emily Maria Borie)",female,48.0,1,3,PC 17608,262.375,B57 B59 B63 B66,C,128 avenue de Wagram 17th arr 75017 Paris France
6237,2,"Swane, Mr. George",male,18.5,0,0,248734,13.0,F,S,Viale Murillo 9 Fiera Milano City 20149 Milan Italy
9069,1,"Rowe, Mr. Alfred G",male,33.0,0,0,113790,26.55,"",S,Diputaci 195 Eixample 08011 Barcelona Spain
19595,2,"Cotterill, Mr. Henry Harry",male,21.0,0,0,29107,11.5,"",S,18 Bath St
2211,3,"Ilieff, Mr. Ylio",male,"",0,0,349220,7.8958,"",S,15 Quai Saint Michel 5th arr 75005 Paris France
16760,3,"Smyth, Miss. Julia",female,"",0,0,335432,7.7333,"",Q,6390 Us Highway 93 S
1058,1,"Brandeis, Mr. Emil",male,48.0,0,0,PC 17591,50.4958,B10,C,Plaza de Catalunya 19 Ciutat Vella 08002 Barcelona Spain
2270,1,"Fortune, Mrs. Mark (Mary McDougald)",female,60.0,1,4,19950,263.0,C23 C25 C27,S,2100 N Ocean Blvd
10198,2,"Beauchamp, Mr. Henry James",male,28.0,0,0,244358,26.0,"",S,64 76 Hendon Way London NW2 2NL United Kingdom
18291,3,"Risien, Mrs. Samuel (Emma)",female,"",0,0,364498,14.5,"",S,Pla a Antonio L pez 5 Ciutat Vella 08002 Barcelona Spain
8878,3,"Lefebre, Mrs. Frank (Frances)",female,"",0,4,4133,25.4667,"",S,850 Bayview Ave
20770,3,"Hyman, Mr. Abraham",male,"",0,0,3470,7.8875,"",S,79 rue Saint Dominique 7th arr 75007 Paris France
1199,3,"Aks, Master. Philip Frank",male,0.83,0,1,392091,9.35,"",S,La Rambla 22 24 Ciutat Vella 08002 Barcelona Spain
7546,2,"Swane, Mr. George",male,18.5,0,0,248734,13.0,F,S,111 Cromwell Road Kensington and Chelsea London SW7 4DP United Kingdom
6252,3,"Kennedy, Mr. John",male,"",0,0,368783,7.75,"",Q,Pla a Urquinaona 2 Eixample 08010 Barcelona Spain
1237,3,"Abelseth, Miss. Karen Marie",female,16.0,0,0,348125,7.65,"",S,2909 E Highway 101
1239,3,"Whabee, Mrs. George Joseph (Shawneene Abi-Saab)",female,38.0,0,0,2688,7.2292,"",C,5 Olympic Way Wembley Brent London HA9 0NP United Kingdom
14348,3,"Caram, Mr. Joseph",male,"",1,0,2689,14.4583,"",C,806 W Interstate 20
15645,3,"Dean, Miss. Elizabeth Gladys Millvina",female,0.17,1,2,C.A. 2315,20.575,"",S,8 rue de Verneuil 7th arr 75007 Paris France
6463,1,"Maguire, Mr. John Edward",male,30.0,0,0,110469,26.0,C106,S,33 37 Hogarth Road Kensington and Chelsea London SW5 0QQ United Kingdom
18191,3,"Fleming, Miss. Honora",female,"",0,0,364859,7.75,"",Q,12439 Northwest Fwy
2324,3,"Carver, Mr. Alfred John",male,28.0,0,0,392095,7.25,"",S,Hollandstra e 3 02 Leopoldstadt 1020 Vienna Austria
12803,3,"Spinner, Mr. Henry John",male,32.0,0,0,STON/OQ. 369943,8.05,"",S,Albert Cuypstraat 2 6 Oud Zuid 1072 CT Amsterdam Netherlands
4932,3,"Buckley, Miss. Katherine",female,18.5,0,0,329944,7.2833,"",Q,3917 Ridgemont Dr
