PassengerId,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Address
11708,3,"van Billiard, Master. James William",male,"",1,1,A/5. 851,14.5,"",S,131 E Mccullough Dr
20820,1,"Dodge, Dr. Washington",male,53.0,1,1,33638,81.8583,A34,S,19 Rue Du Pont Neuf 1st arr 75001 Paris France
4988,3,"Hellstrom, Miss. Hilda Maria",female,22.0,0,0,7548,8.9625,"",S,5500 28th St S E
6470,3,"Sage, Mr. John George",male,"",1,9,CA. 2343,69.55,"",S,818 Charlestown Rd
2338,2,"Schmidt, Mr. August",male,26.0,0,0,248659,13.0,"",S,21 rue F licien David 16th arr 75016 Paris France
16927,1,"Rosenshine, Mr. George (Mr George Thorne)",male,46.0,0,0,PC 17585,79.2,"",C,San Felipe
975,3,"Demetri, Mr. Marinko",male,"",0,0,349238,7.8958,"",S,36 Rue Saint Marc 2nd arr 75002 Paris France
11591,3,"McNeill, Miss. Bridget",female,"",0,0,370368,7.75,"",Q,101 Wintergreen Dr
11634,1,"McCaffry, Mr. Thomas Francis",male,46.0,0,0,13050,75.2417,C6,C,144 Praed St Paddington Westminster Borough London W2 1HU United Kingdom
10063,3,"Abrahim, Mrs. Joseph (Sophie Halaut Easu)",female,18.0,0,0,2657,7.2292,"",C,380 W 7200 S
12860,3,"Davies, Mr. Joseph",male,17.0,2,0,A/4 48873,8.05,"",S,Berruguete 126 Horta Guinard 08035 Barcelona Spain
12813,3,"Goodwin, Miss. Jessie Allis",female,10.0,5,2,CA 2144,46.9,"",S,100 Vauxhall Walk Lambeth London SE11 5AL United Kingdom
11516,3,"Storey, Mr. Thomas",male,60.5,0,0,3701,"","",S,110 rue Blomet 15th arr 75015 Paris France
15379,3,"O'Donoghue, Ms. Bridget",female,"",0,0,364856,7.75,"",Q,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria
20917,1,"Payne, Mr. Vivian Ponsonby",male,23.0,0,0,12749,93.5,B24,S,8 rue Chambiges 8th arr 75008 Paris France
15368,1,"Cornell, Mrs. Robert Clifford (Malvina Helen Lamson)",female,55.0,2,0,11770,25.7,C101,S,7 E Wellsboro St
14182,3,"Murphy, Miss. Nora",female,"",0,0,36568,15.5,"",Q,102 S 2nd St
6409,3,"Peacock, Master. Alfred Edward",male,0.75,1,1,SOTON/O.Q. 3101315,13.775,"",S,Hyde Park Corner Westminster Borough London SW1X 7TA United Kingdom
1185,1,"Dodge, Dr. Washington",male,53.0,1,1,33638,81.8583,A34,S,18 Avenue De Suffren Entr e au 22 rue Jean Rey 15th arr 75015 Paris France
7625,3,"Sage, Miss. Ada",female,"",8,2,CA. 2343,69.55,"",S,One Eastern Gateway Royal Victoria Dock Newham London E16 1FR United Kingdom
6334,3,"McGowan, Miss. Katherine",female,35.0,0,0,9232,7.75,"",Q,Ballester 77 81 Gr cia 08023 Barcelona Spain
8857,3,"Shine, Miss. Ellen Natalia",female,"",0,0,330968,7.7792,"",Q,1005 Belmont St
11669,1,"Crosby, Mrs. Edward Gifford (Catherine Elizabeth Halstead)",female,64.0,1,1,112901,26.55,B26,S,24001 Lorenzo Rd
12832,3,"Peacock, Mrs. Benjamin (Edith Nile)",female,26.0,0,2,SOTON/O.Q. 3101315,13.775,"",S,480 Main St
7617,2,"McCrie, Mr. James Matthew",male,30.0,0,0,233478,13.0,"",S,35 Rue Benjamin Franklin 16th arr 75016 Paris France
18222,3,"Carr, Miss. Jeannie",female,37.0,0,0,368364,7.75,"",Q,672 English Rd
19318,1,"Stengel, Mrs. Charles Emil Henry (Annie May Morris)",female,43.0,1,0,11778,55.4417,C116,C,7411 Vantage Dr
10424,2,"Pallas y Castello, Mr. Emilio",male,29.0,0,0,SC/PARIS 2147,13.8583,"",C,1000 Mechem Dr
11614,2,"West, Miss. Barbara J",female,0.92,1,2,C.A. 34651,27.75,"",S,15750 Highway Bb
18084,2,"Brown, Miss. Edith Eileen",female,15.0,0,2,29750,39.0,"",S,5805 Delmonico Dr
1139,2,"Drew, Mr. James Vivian",male,42.0,1,1,28220,32.5,"",S,3747 29th St S E
19283,2,"Corey, Mrs. Percy C (Mary Phyllis Elizabeth Miller)",female,"",0,0,F.C.C. 13534,21.0,"",S,226 Carondelet St
20641,1,"Straus, Mrs. Isidor (Rosalie Ida Blun)",female,63.0,1,0,PC 17483,221.7792,C55 C57,S,225 Edgware Road Westminster Borough London W2 1JU United Kingdom
2286,3,"Khalil, Mr. Betros",male,"",1,0,2660,14.4542,"",C,Via Spallanzani 40 Central Station 20129 Milan Italy
10287,3,"Wiklund, Mr. Karl Johan",male,21.0,1,0,3101266,6.4958,"",S,86 Quai D Austerlitz 13th arr 75013 Paris France
