PassengerId,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Address
10285,2,"Sweet, Mr. George Frederick",male,14.0,0,0,220845,65.0,"",S,16 boulevard Haussmann 9th arr 75009 Paris France
11427,3,"Bradley, Miss. Bridget Delia",female,22.0,0,0,334914,7.725,"",Q,5 Threadneedle Street City of London London EC2R 8AY United Kingdom
6479,2,"Stokes, Mr. Philip Joseph",male,25.0,0,0,F.C.C. 13540,10.5,"",S,37 rue Fran ois 1er 8th arr 75008 Paris France
20644,3,"Sandstrom, Miss. Beatrice Irene",female,1.0,1,1,PP 9549,16.7,G6,S,Piazza Antinori 1
1208,1,"Spencer, Mr. William Augustus",male,57.0,1,0,PC 17569,146.5208,B78,C,71 Rathe Rd
20576,3,"Coutts, Mrs. William (Winnie Minnie Treanor)",female,36.0,0,2,C.A. 37671,15.9,"",S,225 Route 28
15590,3,"Johansson, Mr. Nils",male,29.0,0,0,347467,7.8542,"",S,139 Days Inn Dr
10103,1,"Bucknell, Mrs. William Robert (Emma Eliza Ward)",female,60.0,0,0,11813,76.2917,D15,C,82240 Fish Hatchery Ln
2208,2,"Caldwell, Mr. Albert Francis",male,26.0,1,1,248738,29.0,"",S,98 Rue De Clery 2nd arr 75002 Paris France
18250,3,"Lundstrom, Mr. Thure Edvin",male,32.0,0,0,350403,7.5792,"",S,Ample 1 Pla a Duc de Medinaceli Ciutat Vella 08002 Barcelona Spain
928,3,"Roth, Miss. Sarah A",female,"",0,0,342712,8.05,"",S,Carretera Cancun
7569,3,"Lefebre, Mrs. Frank (Frances)",female,"",0,4,4133,25.4667,"",S,Tiefer Graben 14 20 01 Innere Stadt 1010 Vienna Austria
1034,1,"Ryerson, Mr. Arthur Larned",male,61.0,1,3,PC 17608,262.375,B57 B59 B63 B66,C,Calabria 90 92 Eixample 08015 Barcelona Spain
4998,1,"Compton, Mrs. Alexander Taylor (Mary Eliza Ingersoll)",female,64.0,0,2,PC 17756,83.1583,E45,C,Overhoeksplein 7 Amsterdam Noord 1031 KS Amsterdam Netherlands
16817,1,"Wick, Mr. George Dennick",male,57.0,1,1,36928,164.8667,"",S,8 rue de Verneuil 7th arr 75007 Paris France
15295,3,"Hirvonen, Mrs. Alexander (Helga E Lindqvist)",female,22.0,1,1,3101298,12.2875,"",S,Scarsdale Place Kensington Kensington and Chelsea London W8 5SY United Kingdom
998,3,"Buckley, Mr. Daniel",male,21.0,0,0,330920,7.8208,"",Q,70 E 1st St
13065,3,"Abbott, Master. Eugene Joseph",male,13.0,0,2,C.A. 2673,20.25,"",S,Via Pietro Gaggia 3 Ripamonti Corvetto 20139 Milan Italy
938,1,"Chevre, Mr. Paul Romaine",male,45.0,0,0,PC 17594,29.7,A9,C,42 rue Croix des Petits Champs 1st arr 75001 Paris France
18134,3,"Moubarek, Mrs. George (Omine Amenia Alexander)",female,"",0,2,2661,15.2458,"",C,732 E 82nd Ave
2559,3,"O'Keefe, Mr. Patrick",male,"",0,0,368402,7.75,"",Q,6 Rue Pierre Demours 17th arr 75017 Paris France
9136,1,"Payne, Mr. Vivian Ponsonby",male,23.0,0,0,12749,93.5,B24,S,10 rue Lamartine 9th arr 75009 Paris France
20769,1,"Spedden, Mr. Frederic Oakley",male,45.0,1,1,16966,134.5,E34,C,Great Cumberland Place Westminster Borough London W1H 7DL United Kingdom
7741,3,"McCarthy, Miss. Catherine Katie",female,"",0,0,383123,7.75,"",Q,555 Clover Ln
6153,3,"Robins, Mr. Alexander A",male,50.0,1,0,A/5. 3337,14.5,"",S,45 Rue des Acacias 17th arr 75017 Paris France
13080,1,"Widener, Mr. George Dunton",male,50.0,1,1,113503,211.5,C80,C,Wagramer Stra e 21 22 Donaustadt 1220 Vienna Austria
5209,1,"Payne, Mr. Vivian Ponsonby",male,23.0,0,0,12749,93.5,B24,S,35 Ixworth Place Kensington and Chelsea London SW3 3QX United Kingdom
3706,1,"Spedden, Master. Robert Douglas",male,6.0,0,2,16966,134.5,E34,C,Via Washington 66 Fiera Milano City 20146 Milan Italy
15646,1,"Julian, Mr. Henry Forbes",male,50.0,0,0,113044,26.0,E60,S,34560 Bob Hope Dr
16720,2,"Watt, Miss. Bertha J",female,12.0,0,0,C.A. 33595,15.75,"",S,703 S Negley Ave
