PassengerId,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Address
932,3,"Karun, Mr. Franz",male,39.0,0,1,349256,13.4167,"",C,14 Rue du Chevalier de Saint George 1st arr 75001 Paris France
14326,3,"van Billiard, Master. James William",male,"",1,1,A/5. 851,14.5,"",S,Linzer Stra e 165 14 Penzing 1140 Vienna Austria
19400,1,"Marvin, Mrs. Daniel Warner (Mary Graham Carmichael Farquarson)",female,18.0,1,0,113773,53.1,D30,S,Carretera De Jandia Km 11
11739,1,"Bowen, Miss. Grace Scott",female,45.0,0,0,PC 17608,262.375,"",C,41 54 Buckingham Gate Westminster Borough London SW1E 6AF United Kingdom
18043,3,"Dintcheff, Mr. Valtcho",male,43.0,0,0,349226,7.8958,"",S,4001 Closner Business 281
1288,3,"Colbert, Mr. Patrick",male,24.0,0,0,371109,7.25,"",Q,Bryanston Street Marble Arch Westminster Borough London W1H 7EH United Kingdom
2494,1,"Dodge, Dr. Washington",male,53.0,1,1,33638,81.8583,A34,S,1325 Wilson Blvd
15411,2,"Watt, Miss. Bertha J",female,12.0,0,0,C.A. 33595,15.75,"",S,116 Piccadilly Westminster Borough London W1J 7BJ United Kingdom
5161,3,"Sage, Mr. John George",male,"",1,9,CA. 2343,69.55,"",S,2000 W Wyatt Earp Blvd
11745,3,"Foley, Mr. Joseph",male,26.0,0,0,330910,7.8792,"",Q,495 Highway 101
2320,2,"Chapman, Mrs. John Henry (Sara Elizabeth Lawry)",female,29.0,1,0,SC/AH 29037,26.0,"",S,58 Shepherds Bush Green Hammersmith and Fulham London W12 8QE United Kingdom
15301,3,"Ilieff, Mr. Ylio",male,"",0,0,349220,7.8958,"",S,10 Avenue Emile Zola 15th arr 75015 Paris France
13057,2,"Wheeler, Mr. Edwin Frederick",male,"",0,0,SC/PARIS 2159,12.875,"",S,35 Rue Benjamin Franklin 16th arr 75016 Paris France
8791,3,"Peltomaki, Mr. Nikolai Johannes",male,25.0,0,0,STON/O 2. 3101291,7.925,"",S,Praterstra e 1 02 Leopoldstadt 1020 Vienna Austria
9025,2,"Oxenham, Mr. Percy Thomas",male,22.0,0,0,W./C. 14260,10.5,"",S,Boquer a 10 Ciutat Vella 08002 Barcelona Spain
18035,3,"Brobeck, Mr. Karl Rudolf",male,22.0,0,0,350045,7.7958,"",S,2 Caxton Street Westminster Borough London SW1H 0QW United Kingdom
7779,3,"Sage, Mr. John George",male,"",1,9,CA. 2343,69.55,"",S,17300 Highway 99
2335,3,"Dintcheff, Mr. Valtcho",male,43.0,0,0,349226,7.8958,"",S,Hernalser Hauptstra e 187 17 Hernals 1170 Vienna Austria
3540,2,"Louch, Mr. Charles Alexander",male,50.0,1,0,SC/AH 3085,26.0,"",S,142 Minories City of London London EC3N 1LS United Kingdom
19280,3,"Bjorklund, Mr. Ernst Herbert",male,18.0,0,0,347090,7.75,"",S,Via San Raffaele 6 Milan City Center 20121 Milan Italy
2282,1,"Straus, Mr. Isidor",male,67.0,1,0,PC 17483,221.7792,C55 C57,S,86 88 Clerkenwell Road Islington London EC1M 5RJ United Kingdom
15384,3,"Guest, Mr. Robert",male,"",0,0,376563,8.05,"",S,Portland Place Westminster Borough London W1B 1JA United Kingdom
3714,2,"Andrew, Mr. Frank Thomas",male,25.0,0,0,C.A. 34050,10.5,"",S,33 avenue George V 8th arr 75008 Paris France
8950,2,"Andrew, Mr. Frank Thomas",male,25.0,0,0,C.A. 34050,10.5,"",S,221 E Byers Ave
16771,3,"Zakarian, Mr. Ortin",male,27.0,0,0,2670,7.225,"",C,Mariahilfer Stra e 57 59 06 Mariahilf 1060 Vienna Austria
16881,3,"Peacock, Master. Alfred Edward",male,0.75,1,1,SOTON/O.Q. 3101315,13.775,"",S,10 Packer Ave
8816,3,"Mulvihill, Miss. Bertha E",female,24.0,0,0,382653,7.75,"",Q,10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom
19369,3,"Matinoff, Mr. Nicola",male,"",0,0,349255,7.8958,"",C,Prins Hendrikkade 33 Amsterdam City Center 1012 TM Amsterdam Netherlands
13016,1,"Cardeza, Mrs. James Warburton Martinez (Charlotte Wardle Drake)",female,58.0,0,1,PC 17755,512.3292,B51 B53 B55,C,130 135 Minories City of London London EC3N 1NU United Kingdom
908,2,"Keane, Mr. Daniel",male,35.0,0,0,233734,12.35,"",Q,Nieuwe Doelenstraat 2 14 Amsterdam City Center 1012 CP Amsterdam Netherlands
19547,2,"Enander, Mr. Ingvar",male,21.0,0,0,236854,13.0,"",S,Whitcomb Street Trafalgar Square Westminster Borough London WC2H 7HG United Kingdom
19632,1,"Oliva y Ocana, Dona. Fermina",female,39.0,0,0,PC 17758,108.9,C105,C,600 N Mathilda Ave
14386,1,"Frauenthal, Mr. Isaac Gerald",male,43.0,1,0,17765,27.7208,D40,C,Via Gb Vico 142
3648,3,"Drapkin, Miss. Jennie",female,23.0,0,0,SOTON/OQ 392083,8.05,"",S,14 Rue du Chevalier de Saint George 1st arr 75001 Paris France
6174,1,"Chevre, Mr. Paul Romaine",male,45.0,0,0,PC 17594,29.7,A9,C,2611 N Us Hwy 83
