PassengerId,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Address
6271,2,"Beauchamp, Mr. Henry James",male,28.0,0,0,244358,26.0,"",S,2827 State Route 12b
16924,1,"Kreuchen, Miss. Emilie",female,39.0,0,0,24160,211.3375,"",S,8710 S Hosmer St
18050,1,"Daniels, Miss. Sarah",female,33.0,0,0,113781,151.55,"",S,20 rue du Sommerard 5th arr 75005 Paris France
14260,2,"Ware, Mr. John James",male,30.0,1,0,CA 31352,21.0,"",S,506 Stockbridge Rd
16955,1,"Julian, Mr. Henry Forbes",male,50.0,0,0,113044,26.0,E60,S,40 rue de Lille 7th arr 75007 Paris France
7774,3,"Elias, Mr. Joseph",male,39.0,0,2,2675,7.2292,"",C,6 Rue De La Tour 16th arr 75016 Paris France
6214,3,"Barry, Miss. Julia",female,27.0,0,0,330844,7.8792,"",Q,8729 Loch Bend Dr
4990,3,"Zakarian, Mr. Ortin",male,27.0,0,0,2670,7.225,"",C,Manuel Girona 7 21 Sarri St Gervasi 08034 Barcelona Spain
6219,3,"Pedersen, Mr. Olaf",male,"",0,0,345498,7.775,"",S,21 Holiday Blvd
10322,3,"Warren, Mr. Charles William",male,"",0,0,C.A. 49867,7.55,"",S,507 Minnesota Ave
9127,3,"Foley, Mr. Joseph",male,26.0,0,0,330910,7.8792,"",Q,Carretera De Jandia Km 11
4826,2,"Caldwell, Mr. Albert Francis",male,26.0,1,1,248738,29.0,"",S,John M Keynesplein 2 Slotervaart 1066 EP Amsterdam Netherlands
2316,3,"Chronopoulos, Mr. Demetrios",male,18.0,1,0,2680,14.4542,"",C,46053 N Puma Dr
7800,3,"Strilic, Mr. Ivan",male,27.0,0,0,315083,8.6625,"",S,George Washington Avenue 500
3537,3,"Daher, Mr. Shedid",male,22.5,0,0,2698,7.225,"",C,19 Boulevard De La Tour Maubourg 7th arr 75007 Paris France
7710,3,"Lennon, Miss. Mary",female,"",1,0,370371,15.5,"",Q,1020 University Pkwy
1030,3,"Drapkin, Miss. Jennie",female,23.0,0,0,SOTON/OQ 392083,8.05,"",S,2860 Grand Ave
6515,2,"Ashby, Mr. John",male,57.0,0,0,244346,13.0,"",S,Corso di Porta Vigentina 46 Milan City Center 20122 Milan Italy
1260,1,"Gibson, Mrs. Leonard (Pauline C Boeson)",female,45.0,0,1,112378,59.4,"",C,1014 W Doolin Ave
