PassengerId,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Address
6356,3,"Everett, Mr. Thomas James",male,40.5,0,0,C.A. 6212,15.1,"",S,19451 Gulf Blvd
6512,2,"Wheeler, Mr. Edwin Frederick",male,"",0,0,SC/PARIS 2159,12.875,"",S,Campo Barozzi
11754,1,"Payne, Mr. Vivian Ponsonby",male,23.0,0,0,12749,93.5,B24,S,Numancia 32 Sants Montju c 08029 Barcelona Spain
15407,3,"Thomas, Mr. John",male,"",0,0,2681,6.4375,"",C,Landstra er Hauptstra e 155 03 Landstra e 1030 Vienna Austria
7591,3,"Asplund, Master. Filip Oscar",male,13.0,4,2,347077,31.3875,"",S,Amstelstraat 17 Amsterdam City Center 1017 DA Amsterdam Netherlands
2501,3,"Olsson, Mr. Oscar Wilhelm",male,32.0,0,0,347079,7.775,"",S,2120 Claude Bailey Pkwy
8941,3,"Karlsson, Mr. Julius Konrad Eugen",male,33.0,0,0,347465,7.8542,"",S,Lope de Vega 4 Sant Mart 08005 Barcelona Spain
18118,3,"Delalic, Mr. Redjo",male,25.0,0,0,349250,7.8958,"",S,41 Avenue Marceau 16th arr 75016 Paris France
15593,2,"Phillips, Mr. Escott Robert",male,43.0,0,1,S.O./P.P. 2,21.0,"",S,45400 Park Ave
4982,3,"Pearce, Mr. Ernest",male,"",0,0,343271,7.0,"",S,1704 Toll Gate Dr
16622,1,"Flegenheim, Mrs. Alfred (Antoinette)",female,"",0,0,PC 17598,31.6833,"",S,Diputaci 257 Eixample 08007 Barcelona Spain
7552,3,"Chronopoulos, Mr. Demetrios",male,18.0,1,0,2680,14.4542,"",C,3 Rue de Montalembert 7th arr 75007 Paris France
2361,3,"Smyth, Miss. Julia",female,"",0,0,335432,7.7333,"",Q,52 Ashworth Ave
906,1,"Chaffee, Mrs. Herbert Fuller (Carrie Constance Toogood)",female,47.0,1,0,W.E.P. 5734,61.175,E31,S,495 Highway 101
20834,3,"Aks, Master. Philip Frank",male,0.83,0,1,392091,9.35,"",S,Diputacion 250 Eixample 08007 Barcelona Spain
918,1,"Ostby, Miss. Helene Ragnhild",female,22.0,0,1,113509,61.9792,B36,C,139 N E Goodfellow St
12816,2,"Beauchamp, Mr. Henry James",male,28.0,0,0,244358,26.0,"",S,Viale Garibaldi 24
6402,3,"Saade, Mr. Jean Nassr",male,"",0,0,2676,7.225,"",C,7 9 rue du Conservatoire 9th arr 75009 Paris France
19610,3,"Abbott, Master. Eugene Joseph",male,13.0,0,2,C.A. 2673,20.25,"",S,2095 Lombard St
1007,3,"Chronopoulos, Mr. Demetrios",male,18.0,1,0,2680,14.4542,"",C,10 Rue de la Tour d Auvergne 9th arr 75009 Paris France
3684,3,"Asplund, Mr. Carl Oscar Vilhelm Gustafsson",male,40.0,1,5,347077,31.3875,"",S,Stadhouderskade 7 Oud West 1054 ES Amsterdam Netherlands
16676,3,"Miles, Mr. Frank",male,"",0,0,359306,8.05,"",S,12 Rue Leon Frot
20807,3,"Oreskovic, Miss. Jelka",female,23.0,0,0,315085,8.6625,"",S,8040 Oliver Rd
10234,1,"Compton, Mrs. Alexander Taylor (Mary Eliza Ingersoll)",female,64.0,0,2,PC 17756,83.1583,E45,C,15 rue de Constantinople 8th arr 75008 Paris France
4908,2,"Wells, Master. Ralph Lester",male,2.0,1,1,29103,23.0,"",S,4740 Highway 68
12745,3,"Nieminen, Miss. Manta Josefina",female,29.0,0,0,3101297,7.925,"",S,Via Senigallia 6 20161 Milan Italy
16626,1,"Ostby, Miss. Helene Ragnhild",female,22.0,0,1,113509,61.9792,B36,C,1562 Sheridan Ave
2328,3,"McCoy, Miss. Alicia",female,"",2,0,367226,23.25,"",Q,7 Western Gateway Royal Victoria Dock Newham London E16 1AA United Kingdom
19435,1,"Wick, Mr. George Dennick",male,57.0,1,1,36928,164.8667,"",S,Bellamyplein 47 Oud West 1053 AT Amsterdam Netherlands
947,3,"Rice, Master. Albert",male,10.0,4,1,382652,29.125,"",Q,Bia Route 7 Garcia Trading Post
15521,2,"Sweet, Mr. George Frederick",male,14.0,0,0,220845,65.0,"",S,153 James Asbury Dr N W
20833,1,"Allison, Mr. Hudson Joshua Creighton",male,30.0,1,2,113781,151.55,C22 C26,S,45 Curtain Road Hackney London EC2A 4PJ United Kingdom
3515,3,"Svensson, Mr. Johan Cervin",male,14.0,0,0,7538,9.225,"",S,Piazzale Lugano 10 Bovisa 20158 Milan Italy
20716,2,"Veal, Mr. James",male,40.0,0,0,28221,13.0,"",S,12085 Delaware St
11424,3,"Dika, Mr. Mirko",male,17.0,0,0,349232,7.8958,"",S,2 The Avenue Ealing London W13 8PH United Kingdom
16826,3,"Asplund, Mr. Johan Charles",male,23.0,0,0,350054,7.7958,"",S,37 Avenue De La Motte Picquet 7th arr 75007 Paris France
10329,3,"Saade, Mr. Jean Nassr",male,"",0,0,2676,7.225,"",C,1317 S Federal Hwy
1039,3,"Davies, Mr. Evan",male,22.0,0,0,SC/A4 23568,8.05,"",S,150 Piccadilly Westminster Borough London W1J 9BR United Kingdom
