PassengerId,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Address
6154,1,"Ostby, Miss. Helene Ragnhild",female,22.0,0,1,113509,61.9792,B36,C,Gran Via de les Corts Catalanes 700 Eixample 08010 Barcelona Spain
16961,2,"Mallet, Mrs. Albert (Antoinette Magnin)",female,24.0,1,1,S.C./PARIS 2079,37.0042,"",C,Whitehall Place Westminster Borough London SW1A 2BD United Kingdom
18261,2,"Dibden, Mr. William",male,18.0,0,0,S.O.C. 14879,73.5,"",S,1651 5th St
6380,1,"Clark, Mr. Walter Miller",male,27.0,1,0,13508,136.7792,C89,C,92 Southampton Row Camden London WC1B 4BH United Kingdom
12738,2,"Corey, Mrs. Percy C (Mary Phyllis Elizabeth Miller)",female,"",0,0,F.C.C. 13534,21.0,"",S,Sch nbrunner Stra e 41 05 Margareten 1050 Vienna Austria
10370,3,"Hagardon, Miss. Kate",female,17.0,0,0,AQ/3. 30631,7.7333,"",Q,Rec Comtal 16 18 Ciutat Vella 08003 Barcelona Spain
20806,2,"Oxenham, Mr. Percy Thomas",male,22.0,0,0,W./C. 14260,10.5,"",S,372 Strand Westminster Borough London WC2R 0JJ United Kingdom
18187,2,"Ware, Mr. John James",male,30.0,1,0,CA 31352,21.0,"",S,11 rue du 8 Mai 1945 10th arr 75010 Paris France
954,3,"Bjorklund, Mr. Ernst Herbert",male,18.0,0,0,347090,7.75,"",S,33 Boulevard du Montparnasse 6th arr 75006 Paris France
6400,1,"Clark, Mrs. Walter Miller (Virginia McDowell)",female,26.0,1,0,13508,136.7792,C89,C,Landstra er Hauptstra e 155 03 Landstra e 1030 Vienna Austria
16950,1,"Greenfield, Mrs. Leo David (Blanche Strouse)",female,45.0,0,1,PC 17759,63.3583,D10 D12,C,22 Portman Square Westminster Borough London W1H 7BG United Kingdom
7577,3,"Goodwin, Miss. Jessie Allis",female,10.0,5,2,CA 2144,46.9,"",S,Stadhouderskade 12 Oud West 1054 ES Amsterdam Netherlands
7598,3,"Touma, Master. Georges Youssef",male,7.0,1,1,2650,15.2458,"",C,3 Berkeley Street Westminster Borough London W1J 8NE United Kingdom
19541,1,"Rowe, Mr. Alfred G",male,33.0,0,0,113790,26.55,"",S,17 Rue de Caumartin 9th arr 75009 Paris France
6272,1,"Lindeberg-Lind, Mr. Erik Gustaf (Mr Edward Lingrey)",male,42.0,0,0,17475,26.55,"",S,Hintschiggasse 1 10 Favoriten 1100 Vienna Austria
6422,3,"Wittevrongel, Mr. Camille",male,36.0,0,0,345771,9.5,"",S,Carretera Cancun
6279,3,"Matinoff, Mr. Nicola",male,"",0,0,349255,7.8958,"",C,1003 Tahoe Boulevard (sr 28)
3888,1,"Hipkins, Mr. William Edward",male,55.0,0,0,680,50.0,C39,S,703 S Negley Ave
11742,1,"Hipkins, Mr. William Edward",male,55.0,0,0,680,50.0,C39,S,710 Park Pl
6490,2,"Ware, Mrs. John James (Florence Louise Long)",female,31.0,0,0,CA 31352,21.0,"",S,97 Great Russell Street Bloomsbury Camden London WC1B 3LB United Kingdom
10277,2,"Cook, Mrs. (Selena Rogers)",female,22.0,0,0,W./C. 14266,10.5,F33,S,22 25 Finsbury Square City Islington London EC2A 1DX United Kingdom
13049,3,"Kink, Miss. Maria",female,22.0,2,0,315152,8.6625,"",S,30 Rathbone Street West End Westminster Borough London W1T 1LB United Kingdom
10139,2,"Lamb, Mr. John Joseph",male,"",0,0,240261,10.7083,"",Q,1562 Sheridan Ave
1053,3,"Touma, Master. Georges Youssef",male,7.0,1,1,2650,15.2458,"",C,Whitcomb Street Trafalgar Square Westminster Borough London WC2H 7HG United Kingdom
1145,3,"Salander, Mr. Karl Johan",male,24.0,0,0,7266,9.325,"",S,6717 Plymouth Rd
20778,3,"Abrahamsson, Mr. Abraham August Johannes",male,20.0,0,0,SOTON/O2 3101284,7.925,"",S,19 Boulevard De La Tour Maubourg 7th arr 75007 Paris France
15302,1,"Jones, Mr. Charles Cresson",male,46.0,0,0,694,26.0,"",S,Numancia 32 Sants Montju c 08029 Barcelona Spain
18303,3,"Kink-Heilmann, Mr. Anton",male,29.0,3,1,315153,22.025,"",S,46 Westferry Circus Tower Hamlets London E14 8RS United Kingdom
9072,2,"Becker, Miss. Ruth Elizabeth",female,12.0,2,1,230136,39.0,F4,S,2 5 Montague Street Bloomsbury Camden London WC1B 5BU United Kingdom
7650,2,"Howard, Mrs. Benjamin (Ellen Truelove Arman)",female,60.0,1,0,24065,26.0,"",S,5 rue des Arquebusiers 3rd arr 75003 Paris France
10353,1,"Loring, Mr. Joseph Holland",male,30.0,0,0,113801,45.5,"",S,29 Public Sq 2
7838,2,"Gale, Mr. Harry",male,38.0,1,0,28664,21.0,"",S,Oosterdoksstraat 4 Amsterdam City Center 1011 DK Amsterdam Netherlands
7496,1,"Chaudanson, Miss. Victorine",female,36.0,0,0,PC 17608,262.375,B61,C,Rosell n 174 176 Eixample 08036 Barcelona Spain
20909,3,"Risien, Mrs. Samuel (Emma)",female,"",0,0,364498,14.5,"",S,1850 S Harbor Blvd
15347,3,"Cor, Mr. Bartol",male,35.0,0,0,349230,7.8958,"",S,16 London Street Paddington Westminster Borough London W2 1HL United Kingdom
8755,3,"Davies, Mr. John Samuel",male,21.0,2,0,A/4 48871,24.15,"",S,Viale Bianca Maria 4 Milan City Center 20129 Milan Italy
10393,2,"Denbury, Mr. Herbert",male,25.0,0,0,C.A. 31029,31.5,"",S,Margaretenstra e 53 05 Margareten 1050 Vienna Austria
9104,3,"O'Keefe, Mr. Patrick",male,"",0,0,368402,7.75,"",Q,3033 N Division St
7594,3,"Lundin, Miss. Olga Elida",female,23.0,0,0,347469,7.8542,"",S,2 Boulevard Pierre Desgranges
15291,3,"Kelly, Mr. James",male,34.5,0,0,330911,7.8292,"",Q,8 14 Talbot Sq Paddington Westminster Borough London W2 1TS United Kingdom
20651,3,"Kennedy, Mr. John",male,"",0,0,368783,7.75,"",Q,Aribau 54 Eixample 08011 Barcelona Spain
10066,1,"Jones, Mr. Charles Cresson",male,46.0,0,0,694,26.0,"",S,1010 Race St
