PassengerId,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Address
2301,1,"Stengel, Mrs. Charles Emil Henry (Annie May Morris)",female,43.0,1,0,11778,55.4417,C116,C,60 Hyde Park gate Kensington and Chelsea London SW7 5BB United Kingdom
3627,3,"Sandstrom, Miss. Beatrice Irene",female,1.0,1,1,PP 9549,16.7,G6,S,49 Rue La Fayette 9th arr 75009 Paris France
10375,3,"Andersson, Mr. Johan Samuel",male,26.0,0,0,347075,7.775,"",S,Rotensterngasse 10 02 Leopoldstadt 1020 Vienna Austria
5164,3,"Abelseth, Miss. Karen Marie",female,16.0,0,0,348125,7.65,"",S,15 Cromwell Place Kensington and Chelsea London SW7 2LA United Kingdom
9096,1,"Greenfield, Mrs. Leo David (Blanche Strouse)",female,45.0,0,1,PC 17759,63.3583,D10 D12,C,93 Rue de Lille 7th arr 75007 Paris France
11722,3,"O'Keefe, Mr. Patrick",male,"",0,0,368402,7.75,"",Q,1510 Barbara Rd
10294,1,"Douglas, Mrs. Walter Donald (Mahala Dutton)",female,48.0,1,0,PC 17761,106.425,C86,C,K rntner Ring 1 01 Innere Stadt 1015 Vienna Austria
2347,1,"Hilliard, Mr. Herbert Henry",male,"",0,0,17463,51.8625,E46,S,Balmes 103 105 Eixample 08008 Barcelona Spain
20551,1,"Ryerson, Mrs. Arthur Larned (Emily Maria Borie)",female,48.0,1,3,PC 17608,262.375,B57 B59 B63 B66,C,s Gravesandestraat 55 Oost 1092 AA Amsterdam Netherlands
16646,1,"Chevre, Mr. Paul Romaine",male,45.0,0,0,PC 17594,29.7,A9,C,151 157 City Road Shoreditch Islington London EC1V 1JS United Kingdom
16668,1,"Tucker, Mr. Gilbert Milligan Jr",male,31.0,0,0,2543,28.5375,C53,C,8 Rue Jean Goujon 8th arr 75008 Paris France
17964,3,"Rice, Master. Albert",male,10.0,4,1,382652,29.125,"",Q,20 Main St
14392,3,"Naughton, Miss. Hannah",female,"",0,0,365237,7.75,"",Q,Muntaner 212 Eixample 08036 Barcelona Spain
20609,1,"Case, Mr. Howard Brown",male,49.0,0,0,19924,26.0,"",S,9 rue Gr goire de Tours 6th arr 75006 Paris France
15665,1,"Dodge, Mrs. Washington (Ruth Vidaver)",female,54.0,1,1,33638,81.8583,A34,S,12 boulevard Malesherbes 8th arr 75008 Paris France
19358,3,"Goodwin, Miss. Jessie Allis",female,10.0,5,2,CA 2144,46.9,"",S,308 Canyon Dr
15487,1,"Spedden, Master. Robert Douglas",male,6.0,0,2,16966,134.5,E34,C,1606 Central Ave
20722,3,"Karlsson, Mr. Julius Konrad Eugen",male,33.0,0,0,347465,7.8542,"",S,15 Rue Dupleix 15th arr 75015 Paris France
16696,1,"Cavendish, Mrs. Tyrell William (Julia Florence Siegel)",female,76.0,1,0,19877,78.85,C46,S,Passeig de Gracia 84 Eixample 08008 Barcelona Spain
10350,3,"Angheloff, Mr. Minko",male,26.0,0,0,349202,7.8958,"",S,Passeig de Gracia 68 Eixample 08007 Barcelona Spain
10190,3,"Carlsson, Mr. Carl Robert",male,24.0,0,0,350409,7.8542,"",S,5 Village Cir
8915,3,"Hellstrom, Miss. Hilda Maria",female,22.0,0,0,7548,8.9625,"",S,Via Camperio 9 Milan City Center 20123 Milan Italy
9058,3,"Sadowitz, Mr. Harry",male,"",0,0,LP 1588,7.575,"",S,102 S 2nd St
8783,3,"Cacic, Miss. Manda",female,21.0,0,0,315087,8.6625,"",S,2060 S Harbor Blvd
9028,3,"Fleming, Miss. Honora",female,"",0,0,364859,7.75,"",Q,1449 Riverside Dr
20782,3,"MacKay, Mr. George William",male,"",0,0,C.A. 42795,7.55,"",S,28 rue Saint Roch 1st arr 75001 Paris France
12674,3,"Wilkes, Mrs. James (Ellen Needs)",female,47.0,1,0,363272,7.0,"",S,68 Regent Street West End Mayfair Westminster Borough London W1B 4DY United Kingdom
20828,2,"Malachard, Mr. Noel",male,"",0,0,237735,15.0458,D,C,136 Emeryville Dr
11413,3,"Coutts, Mrs. William (Winnie Minnie Treanor)",female,36.0,0,2,C.A. 37671,15.9,"",S,4321 S Us Highway 23
2505,3,"McCarthy, Miss. Catherine Katie",female,"",0,0,383123,7.75,"",Q,2150 E Wooster St
10102,3,"Shaughnessy, Mr. Patrick",male,"",0,0,370374,7.75,"",Q,10a Chestnut Plaza Westfield Stratford City Olympic Park Newham London E20 1GL United Kingdom
