PassengerId,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Address
3520,3,"Ilieff, Mr. Ylio",male,"",0,0,349220,7.8958,"",S,1 Rue Sainte Opportune 1st arr 75001 Paris France
15477,2,"Phillips, Miss. Alice Frances Louisa",female,21.0,0,1,S.O./P.P. 2,21.0,"",S,Via Santa Sofia 10 Milan City Center 20122 Milan Italy
1050,1,"Borebank, Mr. John James",male,42.0,0,0,110489,26.55,D22,S,15 Rue Des Pyramides 1st arr 75001 Paris France
12878,1,"Omont, Mr. Alfred Fernand",male,"",0,0,F.C. 12998,25.7417,"",C,21 rue Lavoisier 8th arr 75008 Paris France
2555,3,"Dean, Miss. Elizabeth Gladys Millvina",female,0.17,1,2,C.A. 2315,20.575,"",S,284 To 302 Waterloo Road Southwark London SE1 8RQ United Kingdom
7782,3,"Abelseth, Miss. Karen Marie",female,16.0,0,0,348125,7.65,"",S,Rotensterngasse 10 02 Leopoldstadt 1020 Vienna Austria
13999,3,"Assaf, Mr. Gerios",male,21.0,0,0,2692,7.225,"",C,Via Morigi 2 Milan City Center 20123 Milan Italy
19473,3,"MacKay, Mr. George William",male,"",0,0,C.A. 42795,7.55,"",S,2 5 Montague Street Bloomsbury Camden London WC1B 5BU United Kingdom
14059,1,"Cornell, Mrs. Robert Clifford (Malvina Helen Lamson)",female,55.0,2,0,11770,25.7,C101,S,505 1st Ave N
19493,2,"Bryhl, Miss. Dagmar Jenny Ingeborg",female,20.0,1,0,236853,26.0,"",S,121 E Arrellaga St
6410,3,"Fleming, Miss. Honora",female,"",0,0,364859,7.75,"",Q,Avenida Roma 22 30 Eixample 08015 Barcelona Spain
12724,2,"Pulbaum, Mr. Franz",male,27.0,0,0,SC/PARIS 2168,15.0333,"",C,""
17978,1,"Fortune, Mrs. Mark (Mary McDougald)",female,60.0,1,4,19950,263.0,C23 C25 C27,S,2055 Business Loop I 75
8953,2,"Collett, Mr. Sidney C Stuart",male,24.0,0,0,28034,10.5,"",S,1740 S 48th St
18205,2,"Laroche, Miss. Louise",female,1.0,1,2,SC/Paris 2123,41.5792,"",C,Western Gateway Newham London E16 1FA United Kingdom
6508,3,"O'Connor, Mr. Patrick",male,"",0,0,366713,7.75,"",Q,400 S Meadow St
14090,3,"Willer, Mr. Aaron (Abi Weller)",male,"",0,0,3410,8.7125,"",S,Via Lorenteggio 278 Lorenteggio 20152 Milan Italy
7812,1,"Bowen, Miss. Grace Scott",female,45.0,0,0,PC 17608,262.375,"",C,35 Rue De Berri 8th arr 75008 Paris France
4828,3,"Davies, Mr. John Samuel",male,21.0,2,0,A/4 48871,24.15,"",S,Pla a de Llevant s n Sant Mart 08019 Barcelona Spain
2473,1,"Clark, Mrs. Walter Miller (Virginia McDowell)",female,26.0,1,0,13508,136.7792,C89,C,1200 N Shartel Ave
20907,3,"O'Connor, Mr. Patrick",male,"",0,0,366713,7.75,"",Q,185 James Asbury Dr N W
10316,3,"Nilsson, Mr. August Ferdinand",male,21.0,0,0,350410,7.8542,"",S,26 Hayes Rd
7709,1,"Clark, Mrs. Walter Miller (Virginia McDowell)",female,26.0,1,0,13508,136.7792,C89,C,100 Comfort Inn Ct
3610,1,"Stengel, Mrs. Charles Emil Henry (Annie May Morris)",female,43.0,1,0,11778,55.4417,C116,C,Taborstra e 12 02 Leopoldstadt 1020 Vienna Austria
10348,1,"Dodge, Dr. Washington",male,53.0,1,1,33638,81.8583,A34,S,92 Rue Du Cherche Midi 6th arr 75006 Paris France
1302,3,"Naughton, Miss. Hannah",female,"",0,0,365237,7.75,"",Q,1932 Lima Sandusky Rd
19555,3,"Elias, Mr. Joseph",male,39.0,0,2,2675,7.2292,"",C,15490 S Rogers Rd
1013,3,"Kiernan, Mr. John",male,"",1,0,367227,7.75,"",Q,8729 Loch Bend Dr
2594,2,"Gilbert, Mr. William",male,47.0,0,0,C.A. 30769,10.5,"",S,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030 Vienna Austria
19561,1,"Cardeza, Mrs. James Warburton Martinez (Charlotte Wardle Drake)",female,58.0,0,1,PC 17755,512.3292,B51 B53 B55,C,121 Raydo Cir
4901,1,"Case, Mr. Howard Brown",male,49.0,0,0,19924,26.0,"",S,653 Clark Rd
3606,1,"Cavendish, Mrs. Tyrell William (Julia Florence Siegel)",female,76.0,1,0,19877,78.85,C46,S,3900 N Gateway Dr
16838,2,"Hiltunen, Miss. Marta",female,18.0,1,1,250650,13.0,"",S,400 S Meadow St
20941,1,"Oliva y Ocana, Dona. Fermina",female,39.0,0,0,PC 17758,108.9,C105,C,1765 Young St
2403,1,"Astor, Col. John Jacob",male,47.0,1,0,PC 17757,227.525,C62 C64,C,1010 Race St
4885,3,"Burns, Miss. Mary Delia",female,18.0,0,0,330963,7.8792,"",Q,23500 Welcome Way Dr
7680,3,"Hyman, Mr. Abraham",male,"",0,0,3470,7.8875,"",S,17 25 Sloane Street Knightsbridge Kensington and Chelsea London SW1X 9NU United Kingdom
15528,3,"Baccos, Mr. Raffull",male,20.0,0,0,2679,7.225,"",C,Margaretenstra e 92 05 Margareten 1050 Vienna Austria
18244,1,"Maguire, Mr. John Edward",male,30.0,0,0,110469,26.0,C106,S,68 Boulevard De Clichy 18th arr 75018 Paris France
14332,1,"Greenfield, Mrs. Leo David (Blanche Strouse)",female,45.0,0,1,PC 17759,63.3583,D10 D12,C,5451 Osage Beach Pkwy
12903,2,"Sweet, Mr. George Frederick",male,14.0,0,0,220845,65.0,"",S,33 place de la Madeleine 8th arr 75008 Paris France
