PassengerId,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Address
6440,3,"Sadowitz, Mr. Harry",male,"",0,0,LP 1588,7.575,"",S,14 16 Craven Hill Lancaster Gate Westminster Borough London W2 3DU United Kingdom
11457,3,"Guest, Mr. Robert",male,"",0,0,376563,8.05,"",S,906 Maple Hill Rd
6487,3,"Lindell, Mrs. Edvard Bengtsson (Elin Gerda Persson)",female,30.0,1,0,349910,15.55,"",S,1100 N Mississippi Ave
15325,1,"Mock, Mr. Philipp Edmund",male,30.0,1,0,13236,57.75,C78,C,Nieuwe Doelenstraat 2 14 Amsterdam City Center 1012 CP Amsterdam Netherlands
14327,3,"Abelseth, Miss. Karen Marie",female,16.0,0,0,348125,7.65,"",S,1210 A Ave E
4853,1,"Mock, Mr. Philipp Edmund",male,30.0,1,0,13236,57.75,C78,C,336 337 Strand London Westminster Borough London WC2R 1HA United Kingdom
17972,3,"Bradley, Miss. Bridget Delia",female,22.0,0,0,334914,7.725,"",Q,75 Pond Rd
15448,3,"Lundin, Miss. Olga Elida",female,23.0,0,0,347469,7.8542,"",S,1235 N Warm Springs Rd
8871,3,"Cribb, Miss. Laura Alice",female,17.0,0,1,371362,16.1,"",S,249 Federal Dr N W
2375,3,"Asplund, Mr. Carl Oscar Vilhelm Gustafsson",male,40.0,1,5,347077,31.3875,"",S,95 Rue de Richelieu 2nd arr 75002 Paris France
8795,3,"Coutts, Mrs. William (Winnie Minnie Treanor)",female,36.0,0,2,C.A. 37671,15.9,"",S,2505 Main St
14076,1,"Birnbaum, Mr. Jakob",male,25.0,0,0,13905,26.0,"",C,1014 W Doolin Ave
20841,1,"White, Mrs. John Stuart (Ella Holmes)",female,55.0,0,0,PC 17760,135.6333,C32,C,1101 Church St
16892,3,"Nasr, Mr. Mustafa",male,"",0,0,2652,7.2292,"",C,Carburton Street Westminster Borough London W1W 5EE United Kingdom
4929,2,"Stanton, Mr. Samuel Ward",male,41.0,0,0,237734,15.0458,"",C,3 rue du Pr aux Clercs 7th arr 75007 Paris France
19279,2,"McCrae, Mr. Arthur Gordon",male,32.0,0,0,237216,13.5,"",S,66 Great Queen Street Covent Garden Camden London WC2B 5BX United Kingdom
8893,3,"Davies, Mr. Evan",male,22.0,0,0,SC/A4 23568,8.05,"",S,1000 Hwy 19 S
15442,3,"Matinoff, Mr. Nicola",male,"",0,0,349255,7.8958,"",C,7653 N Owasso Expy
2541,2,"Fillbrook, Mr. Joseph Charles",male,18.0,0,0,C.A. 15185,10.5,"",S,Althanstra e 5 09 Alsergrund 1090 Vienna Austria
2488,1,"Snyder, Mr. John Pillsbury",male,24.0,1,0,21228,82.2667,B45,S,Gran Via de les Corts Catalanes 700 Eixample 08010 Barcelona Spain
10072,3,"Assaf, Mr. Gerios",male,21.0,0,0,2692,7.225,"",C,Uraniastra e 2 01 Innere Stadt 1010 Vienna Austria
1021,3,"Petersen, Mr. Marius",male,24.0,0,0,342441,8.05,"",S,3 Harshaw Creek Rd
11686,2,"Nesson, Mr. Israel",male,26.0,0,0,244368,13.0,F2,S,La Rambla 22 24 Ciutat Vella 08002 Barcelona Spain
15587,2,"Laroche, Miss. Louise",female,1.0,1,2,SC/Paris 2123,41.5792,"",C,97 rue La Bo tie 8th arr 75008 Paris France
14385,1,"Carrau, Mr. Jose Pedro",male,17.0,0,0,113059,47.1,"",S,Avenida Pearson 1 3 Les Corts 08034 Barcelona Spain
6465,3,"Elias, Mr. Joseph",male,39.0,0,2,2675,7.2292,"",C,4 Boulevard Raspail 7th arr 75007 Paris France
18297,3,"Canavan, Mr. Patrick",male,21.0,0,0,364858,7.75,"",Q,Riviera San Nicol 11/a
